Distance_(mm),Gray_Value
38.5378,69.8871
38.5899,69.5000
38.6420,69.4194
38.6940,69.3710
38.7461,69.1452
38.7982,68.9032
38.8503,68.7097
38.9024,68.5000
38.9544,68.4194
39.0065,68.1936
39.0586,68.8064
39.1107,68.3548
39.1628,68.0161
39.2148,68.0968
39.2669,67.7581
39.3190,67.5000
39.3711,67.5161
39.4231,67.3871
39.4752,67.0484
39.5273,66.8871
39.5794,66.9194
39.6315,66.7258
39.6835,66.4355
39.7356,66.3710
39.7877,65.9516
39.8398,66.5323
39.8918,66.4516
39.9439,65.9839
39.9960,65.4839
40.0481,65.5645
40.1002,65.1774
40.1522,65.2419
40.2043,65.0806
40.2564,64.9032
40.3085,64.9032
40.3605,64.8387
40.4126,64.5968
40.4647,64.3064
40.5168,64.4032
40.5689,64.4355
40.6209,64.3871
40.6730,64.2419
40.7251,64.1774
40.7772,63.9516
40.8293,63.7581
40.8813,63.8387
40.9334,63.2419
40.9855,63.0484
41.0376,63.4355
41.0896,63.3387
41.1417,63.2097
41.1938,62.7903
41.2459,62.8710
41.2980,62.7258
41.3500,62.0323
41.4021,62.2419
41.4542,62.1774
41.5063,61.7903
41.5583,61.7097
41.6104,61.0806
41.6625,61.2258
41.7146,61.3064
41.7667,60.8226
41.8187,60.9032
41.8708,60.5000
41.9229,60.2581
41.9750,60.0484
42.0270,59.5645
42.0791,59.5484
42.1312,59.5161
42.1833,59.2097
42.2354,58.8710
42.2874,58.3226
42.3395,57.8226
42.3916,57.6613
42.4437,57.7742
42.4958,57.6613
42.5478,57.3871
42.5999,57.3226
42.6520,56.5968
42.7041,56.6290
42.7561,56.3226
42.8082,55.7258
42.8603,55.3226
42.9124,55.4194
42.9645,55.3064
43.0165,55.2419
43.0686,54.8710
43.1207,54.4355
43.1728,54.4516
43.2248,54.2258
43.2769,53.8710
43.3290,53.2903
43.3811,53.1774
43.4332,52.7581
43.4852,52.6129
43.5373,52.2581
43.5894,52.0000
43.6415,51.6129
43.6935,51.3548
43.7456,51.2742
43.7977,51.0806
43.8498,50.2419
43.9019,50.1290
43.9539,50.2097
44.0060,50.2419
44.0581,49.9839
44.1102,49.6936
44.1623,49.7742
44.2143,49.5645
44.2664,49.1452
44.3185,48.9355
44.3706,49.0645
44.4226,48.6290
44.4747,48.2419
44.5268,47.8387
44.5789,47.9677
44.6310,47.0161
44.6830,46.7419
44.7351,46.5484
44.7872,45.8548
44.8393,45.9032
44.8913,45.5645
44.9434,45.0484
44.9955,45.3387
45.0476,45.0161
45.0997,44.6452
45.1517,44.6290
45.2038,44.1613
45.2559,44.0968
45.3080,43.2419
45.3600,42.2581
45.4121,42.1613
45.4642,41.7581
45.5163,41.9355
45.5684,41.5484
45.6204,41.0000
45.6725,40.5000
45.7246,40.0323
45.7767,39.7742
45.8288,39.2097
45.8808,38.9516
45.9329,38.7581
45.9850,38.4677
46.0371,37.6452
46.0891,37.2097
46.1412,36.9839
46.1933,36.3226
46.2454,36.0484
46.2975,35.7903
46.3495,34.8387
46.4016,34.7903
46.4537,34.2258
46.5058,33.7097
46.5578,33.5323
46.6099,33.4194
46.6620,33.1936
46.7141,32.8226
46.7662,32.3387
46.8182,31.7419
46.8703,31.5323
46.9224,31.3871
46.9745,31.0968
47.0265,31.1452
47.0786,31.0161
47.1307,30.9355
47.1828,30.5161
47.2349,30.1452
47.2869,30.0000
47.3390,30.0968
47.3911,30.1129
47.4432,30.0161
47.4953,29.9032
47.5473,29.7581
47.5994,29.4355
47.6515,29.0645
47.7036,29.0000
47.7556,28.9194
47.8077,28.7097
47.8598,28.6452
47.9119,28.3065
47.9640,27.9516
48.0160,27.7742
48.0681,27.5645
48.1202,27.3710
48.1723,27.4355
48.2243,27.1452
48.2764,26.9839
48.3285,26.7903
48.3806,26.7742
48.4327,26.6290
48.4847,26.4194
48.5368,26.0000
48.5889,25.8387
48.6410,25.5323
48.6930,25.5000
48.7451,25.2903
48.7972,25.0161
48.8493,24.8065
48.9014,24.5484
48.9534,24.4839
49.0055,24.0968
49.0576,23.8548
49.1097,23.4677
49.1618,23.2419
49.2138,23.0323
49.2659,23.0000
49.3180,23.0806
49.3701,22.7419
49.4221,22.5484
49.4742,22.3548
49.5263,22.1935
49.5784,21.9032
49.6305,21.8710
49.6825,21.8548
49.7346,21.7258
49.7867,21.5806
49.8388,21.3387
49.8908,21.2742
49.9429,21.1452
49.9950,20.9839
50.0471,20.9516
50.0992,20.8710
50.1512,20.8065
50.2033,20.6290
50.2554,20.5645
50.3075,20.4355
50.3595,20.3065
50.4116,20.2419
50.4637,20.1774
50.5158,20.0645
50.5679,19.9839
50.6199,19.8226
50.6720,19.7903
50.7241,19.6774
50.7762,19.7903
50.8283,19.6452
50.8803,19.6613
50.9324,19.4839
50.9845,19.4194
51.0366,19.3710
51.0886,19.2903
51.1407,19.3065
51.1928,19.1290
51.2449,19.0645
51.2970,19.0645
51.3490,19.0000
51.4011,18.8871
51.4532,18.7581
51.5053,18.7419
51.5573,18.6129
51.6094,18.5968
51.6615,18.4677
51.7136,18.5161
51.7657,18.4839
51.8177,18.4677
51.8698,18.4355
51.9219,18.3710
51.9740,18.3226
52.0260,18.2903
52.0781,18.2742
52.1302,18.2419
52.1823,18.2097
52.2344,18.1935
52.2864,18.1774
52.3385,18.1129
52.3906,18.1613
52.4427,18.1129
52.4948,18.0806
52.5468,18.0161
52.5989,17.9677
52.6510,18.0000
52.7031,18.0323
52.7551,17.9194
52.8072,17.9355
52.8593,17.9677
52.9114,17.8548
52.9635,17.8871
53.0155,17.9032
53.0676,17.8387
53.1197,17.8226
53.1718,17.8226
53.2238,17.7903
53.2759,17.6935
53.3280,17.7419
53.3801,17.7903
53.4322,17.8548
53.4842,17.7903
53.5363,17.8387
53.5884,17.8226
53.6405,17.9032
53.6925,17.8871
53.7446,17.8871
53.7967,17.9677
53.8488,17.9677
53.9009,18.0000
53.9529,18.0806
54.0050,18.0323
54.0571,18.0806
54.1092,18.0645
54.1613,18.1613
54.2133,18.1452
54.2654,18.1613
54.3175,18.1935
54.3696,18.1452
54.4216,18.1774
54.4737,18.2258
54.5258,18.2097
54.5779,18.1774
54.6300,18.1935
54.6820,18.2419
54.7341,18.2581
54.7862,18.2419
54.8383,18.3226
54.8903,18.3548
54.9424,18.4516
54.9945,18.5323
55.0466,18.5484
55.0987,18.6452
55.1507,18.6613
55.2028,18.6129
55.2549,18.7742
55.3070,18.6452
55.3590,18.6613
55.4111,18.6613
55.4632,18.6935
55.5153,18.6935
55.5674,18.6452
55.6194,18.6290
55.6715,18.5968
55.7236,18.5323
55.7757,18.6452
55.8278,18.7258
55.8798,18.7419
55.9319,18.6613
55.9840,18.8387
56.0361,18.8710
56.0881,18.8548
56.1402,18.9839
56.1923,18.9677
56.2444,19.0323
56.2965,19.0645
56.3485,18.9839
56.4006,19.0161
56.4527,19.1613
56.5048,19.1935
56.5568,19.1774
56.6089,19.1774
56.6610,19.1935
56.7131,19.2742
56.7652,19.2903
56.8172,19.3226
56.8693,19.3548
56.9214,19.4677
56.9735,19.4677
57.0255,19.5484
57.0776,19.5645
57.1297,19.6129
57.1818,19.6935
57.2339,19.6452
57.2859,19.6129
57.3380,19.7742
57.3901,19.8387
57.4422,19.9032
57.4943,19.9839
57.5463,20.1129
57.5984,20.1774
57.6505,20.2097
57.7026,20.2581
57.7546,20.3226
57.8067,20.2419
57.8588,20.0806
57.9109,20.1935
57.9630,20.2419
58.0150,20.1452
58.0671,20.1935
58.1192,20.2419
58.1713,20.1290
58.2233,20.2742
58.2754,20.1935
58.3275,20.1613
58.3796,20.1452
58.4317,20.2419
58.4837,20.2903
58.5358,20.2903
58.5879,20.3226
58.6400,20.2419
58.6920,20.3065
58.7441,20.2258
58.7962,20.2097
58.8483,20.0806
58.9004,20.1452
58.9524,20.0484
59.0045,20.0645
59.0566,20.1774
59.1087,20.0645
59.1608,20.0484
59.2128,20.1129
59.2649,20.0484
59.3170,20.1129
59.3691,20.1774
59.4211,20.0968
59.4732,20.0806
59.5253,19.9839
59.5774,20.0968
59.6295,20.0968
59.6815,20.1613
59.7336,20.0645
59.7857,20.2581
59.8378,20.1613
59.8898,20.2903
59.9419,20.3065
59.9940,20.4032
60.0461,20.4194
60.0982,20.4032
60.1502,20.5323
60.2023,20.5806
60.2544,20.5645
60.3065,20.5484
60.3585,20.5000
60.4106,20.5161
60.4627,20.4839
60.5148,20.5645
60.5669,20.6290
60.6189,20.7097
60.6710,20.6129
60.7231,20.7581
60.7752,20.6935
60.8273,20.8065
60.8793,20.6452
60.9314,20.6774
60.9835,20.6774
61.0356,20.6774
61.0876,20.6290
61.1397,20.5645
61.1918,20.5806
61.2439,20.5000
61.2960,20.5161
61.3480,20.4516
61.4001,20.4839
61.4522,20.4839
61.5043,20.4516
61.5563,20.3548
61.6084,20.3871
61.6605,20.3548
61.7126,20.2903
61.7647,20.2742
61.8167,20.1613
61.8688,20.0323
61.9209,20.0323
61.9730,19.8871
62.0250,19.8548
62.0771,19.8226
62.1292,19.8710
62.1813,19.8226
62.2334,19.9355
62.2854,20.0161
62.3375,19.9839
62.3896,19.8226
62.4417,19.8710
62.4938,19.8871
62.5458,19.8871
62.5979,19.8548
62.6500,19.8710
62.7021,19.8226
62.7541,19.9032
62.8062,19.7903
62.8583,19.7742
62.9104,19.7097
62.9625,19.8226
63.0145,19.8871
63.0666,19.9355
63.1187,19.9194
63.1708,20.0161
63.2228,19.9355
63.2749,19.9516
63.3270,19.9355
63.3791,19.9355
63.4312,19.8871
63.4832,19.9355
63.5353,19.9032
63.5874,19.9355
63.6395,19.8548
63.6915,19.8226
63.7436,19.8387
63.7957,19.7742
63.8478,19.7581
63.8999,19.7419
63.9519,19.7903
64.0040,19.7581
64.0561,19.6613
64.1082,19.6290
64.1602,19.5161
64.2123,19.4516
64.2644,19.4355
64.3165,19.4032
64.3686,19.3871
64.4206,19.3065
64.4727,19.2742
64.5248,19.2258
64.5769,19.2419
64.6290,19.2742
64.6810,19.1935
64.7331,19.2258
64.7852,19.1290
64.8373,19.1290
64.8893,19.0645
64.9414,19.1290
64.9935,19.0161
65.0456,18.8871
65.0977,18.8548
65.1497,18.8065
65.2018,18.7903
65.2539,18.7581
65.3060,18.7258
65.3580,18.7419
65.4101,18.8226
65.4622,18.7742
65.5143,18.7419
65.5664,18.7097
65.6184,18.6774
65.6705,18.7258
65.7226,18.6129
65.7747,18.6129
65.8268,18.6935
65.8788,18.5806
65.9309,18.5484
65.9830,18.5806
66.0351,18.5968
66.0871,18.6774
66.1392,18.5484
66.1913,18.6290
66.2434,18.6290
66.2955,18.5968
66.3475,18.5645
