Distance_(mm),Gray_Value
3.93356,26.6078
3.93877,27.2353
3.94397,28.0980
3.94917,29.0000
3.95438,30.0784
3.95958,31.1176
3.96478,32.2353
3.96998,33.4510
3.97519,35.3922
3.98039,36.7843
3.98559,38.5686
3.99080,40.7647
3.99600,42.7059
4.00120,44.5294
4.00641,46.9412
4.01161,48.8431
4.01681,50.8431
4.02202,52.6667
4.02722,54.5882
4.03242,56.5882
4.03762,58.8235
4.04283,60.8627
4.04803,63.2549
4.05323,65.0196
4.05844,65.7451
4.06364,67.0196
4.06884,68.8235
4.07405,70.0784
4.07925,71.6863
4.08445,71.6667
4.08966,72.7255
4.09486,73.0784
4.10006,73.8627
4.10527,74.3137
4.11047,73.8824
4.11567,74.5098
4.12087,74.2941
4.12608,73.6274
4.13128,73.5490
4.13648,73.1765
4.14169,73.0392
4.14689,72.2941
4.15209,71.3137
4.15730,70.5882
4.16250,69.7059
4.16770,67.9020
4.17291,67.0784
4.17811,65.7451
4.18331,64.5294
4.18852,63.0980
4.19372,61.7647
4.19892,60.4902
4.20412,59.5686
4.20933,57.1176
4.21453,54.9216
4.21973,52.6078
4.22494,50.8431
4.23014,49.2941
4.23534,47.9216
4.24055,45.8039
4.24575,43.8431
4.25095,42.0588
4.25616,40.2941
4.26136,38.7451
4.26656,37.2941
4.27177,35.3333
4.27697,33.6078
4.28217,32.1373
4.28737,30.9608
4.29258,29.9804
4.29778,28.3137
4.30298,27.4314
4.30819,26.4118
4.31339,25.2941
4.31859,24.4118
4.32380,23.4510
4.32900,22.7451
4.33420,22.0784
4.33941,21.3922
4.34461,21.0000
4.34981,20.6471
4.35502,20.2941
4.36022,19.9804
4.36542,19.8235
4.37063,19.7059
4.37583,19.7059
4.38103,19.7451
4.38623,19.8431
4.39144,20.0588
4.39664,20.3137
4.40184,20.6275
4.40705,20.8627
4.41225,21.3333
4.41745,21.5490
4.42266,22.1176
4.42786,22.4902
4.43306,22.9608
4.43827,23.2353
4.44347,23.6863
4.44867,24.2745
4.45388,24.7059
4.45908,25.1373
4.46428,25.5098
4.46948,26.1176
4.47469,26.5686
4.47989,26.8824
4.48509,27.3529
4.49030,27.9412
4.49550,28.0784
4.50070,28.5882
4.50591,28.7843
4.51111,29.0588
4.51631,29.1961
4.52152,29.5686
4.52672,29.6667
4.53192,30.0000
4.53713,30.0784
4.54233,30.3333
4.54753,30.4706
4.55273,30.5098
4.55794,30.5490
4.56314,30.1569
4.56834,30.4706
4.57355,30.5686
4.57875,30.4118
4.58395,29.9608
4.58916,29.9020
4.59436,29.7255
4.59956,29.6078
4.60477,29.3333
4.60997,29.0588
4.61517,28.8235
