Distance_(mm),Gray_Value
3.80869,70.5806
3.81389,70.4452
3.81909,70.2839
3.82430,69.7484
3.82950,69.8516
3.83470,69.7032
3.83991,69.7419
3.84511,68.9806
3.85031,69.3871
3.85552,69.0581
3.86072,68.9548
3.86592,68.8774
3.87112,68.7677
3.87633,68.1097
3.88153,67.9355
3.88673,66.9806
3.89194,66.1871
3.89714,66.0387
3.90234,66.0774
3.90755,65.3742
3.91275,64.5677
3.91795,63.5355
3.92316,62.6387
3.92836,61.6000
3.93356,60.8516
3.93877,59.2774
3.94397,58.6387
3.94917,57.9419
3.95438,57.1871
3.95958,56.4000
3.96478,55.4194
3.96998,54.3290
3.97519,54.4258
3.98039,53.6968
3.98559,52.6968
3.99080,51.6516
3.99600,51.4323
4.00120,50.6839
4.00641,50.1419
4.01161,49.5097
4.01681,49.0903
4.02202,48.2000
4.02722,47.5032
4.03242,46.5032
4.03762,46.0516
4.04283,45.0710
4.04803,44.4710
4.05323,43.5484
4.05844,42.8710
4.06364,42.0710
4.06884,41.4774
4.07405,40.5613
4.07925,39.8129
4.08445,38.9935
4.08966,38.2839
4.09486,37.7097
4.10006,36.9548
4.10527,35.9935
4.11047,35.5742
4.11567,34.7484
4.12087,34.1419
4.12608,33.4065
4.13128,32.8839
4.13648,32.2774
4.14169,31.7226
4.14689,31.1226
4.15209,30.6968
4.15730,29.8516
4.16250,29.4710
4.16770,29.0258
4.17291,28.4710
4.17811,27.9935
4.18331,27.3161
4.18852,26.9032
4.19372,26.4774
4.19892,25.9419
4.20412,25.4581
4.20933,25.0387
4.21453,24.6129
4.21973,24.2387
4.22494,23.7419
4.23014,23.4839
4.23534,23.1742
4.24055,22.8129
4.24575,22.4581
4.25095,22.0903
4.25616,21.7677
4.26136,21.5032
4.26656,21.3484
4.27177,21.2065
4.27697,21.0323
4.28217,20.8323
4.28737,20.6581
4.29258,20.5355
4.29778,20.3935
4.30298,20.3419
4.30819,20.2710
4.31339,20.2903
4.31859,20.2194
4.32380,20.2839
4.32900,20.2710
4.33420,20.3548
4.33941,20.4968
4.34461,20.5161
4.34981,20.6065
4.35502,20.7355
4.36022,20.9226
4.36542,21.0000
4.37063,21.2194
4.37583,21.3161
4.38103,21.5419
4.38623,21.7097
4.39144,21.7871
4.39664,22.0000
4.40184,22.1548
4.40705,22.3355
4.41225,22.5806
4.41745,22.7613
4.42266,23.0581
4.42786,23.3226
4.43306,23.5935
4.43827,23.8968
4.44347,24.2000
4.44867,24.3548
4.45388,24.7935
4.45908,25.0452
4.46428,25.3226
4.46948,25.7742
4.47469,26.1677
4.47989,26.6516
4.48509,27.0710
4.49030,27.5677
4.49550,28.0000
4.50070,28.4129
4.50591,29.1097
4.51111,29.5032
4.51631,30.0839
4.52152,30.7871
4.52672,31.3355
4.53192,31.9419
4.53713,32.7484
4.54233,33.3161
4.54753,33.9742
4.55273,34.6839
4.55794,35.3097
4.56314,36.1548
4.56834,36.6258
4.57355,37.5806
4.57875,38.2065
4.58395,38.8258
4.58916,39.6903
4.59436,40.1677
4.59956,41.0581
4.60477,41.6839
4.60997,42.2774
4.61517,42.9226
4.62038,43.7032
4.62558,44.2452
4.63078,44.7677
4.63598,45.5032
4.64119,45.9613
4.64639,46.2710
4.65159,47.0839
4.65680,47.6903
4.66200,48.5355
4.66720,48.6258
4.67241,48.9742
4.67761,49.3419
4.68281,50.0903
4.68802,50.2323
4.69322,50.7742
4.69842,51.3355
4.70363,51.7419
4.70883,52.3226
4.71403,52.5161
4.71923,52.5548
4.72444,53.4774
4.72964,54.1742
4.73484,54.6710
4.74005,55.0065
4.74525,55.9677
4.75045,56.0452
4.75566,56.2065
4.76086,56.8387
4.76606,57.4387
4.77127,58.2968
4.77647,59.2387
4.78167,59.6839
4.78687,60.4710
4.79208,60.7613
4.79728,61.8516
4.80248,62.1936
4.80769,62.9548
4.81289,63.7097
4.81809,64.4774
4.82330,65.1613
4.82850,65.6194
4.83370,65.9935
4.83891,66.9806
4.84411,67.6323
4.84931,68.1871
4.85452,68.3161
4.85972,69.3677
4.86492,69.6387
4.87012,70.2645
4.87533,71.0710
4.88053,71.5161
4.88573,71.6452
4.89094,71.9613
4.89614,72.1355
4.90134,72.4774
4.90655,72.4064
4.91175,72.3548
4.91695,72.2323
4.92216,72.5677
4.92736,72.7677
4.93256,72.6581
4.93777,72.6710
4.94297,72.6774
4.94817,72.6000
4.95337,72.7742
4.95858,72.5226
4.96378,72.4452
4.96898,72.1290
4.97419,72.2065
4.97939,71.8387
4.98459,71.6903
4.98980,71.3742
4.99500,71.2645
5.00020,71.3484
5.00541,71.0645
5.01061,71.0000
5.01581,70.9355
5.02102,70.7290
5.02622,70.5936
5.03142,70.0581
5.03662,70.2000
5.04183,69.6323
5.04703,69.9355
5.05223,69.7742
5.05744,69.4968
5.06264,69.4645
5.06784,69.3290
5.07305,69.1677
5.07825,68.8903
5.08345,69.0516
5.08866,68.8064
5.09386,68.6516
5.09906,68.7097
5.10427,68.4903
5.10947,68.6968
5.11467,68.5613
5.11987,68.5161
5.12508,67.8774
5.13028,68.0581
5.13548,67.8710
5.14069,67.5161
5.14589,67.2774
5.15109,67.0194
5.15630,66.6452
5.16150,66.6129
5.16670,66.6000
5.17191,66.1032
5.17711,65.8581
5.18231,65.3806
5.18752,64.9419
5.19272,64.8581
5.19792,63.8645
5.20312,63.4581
5.20833,63.0129
5.21353,63.2387
5.21873,62.3871
5.22394,62.0774
5.22914,61.1613
5.23434,60.6839
5.23955,60.0452
5.24475,59.5484
5.24995,58.6065
5.25516,58.5226
5.26036,57.8452
5.26556,57.2129
5.27077,56.0194
5.27597,55.6258
5.28117,54.7419
5.28638,53.6323
5.29158,52.9290
5.29678,52.7161
5.30198,51.8774
5.30719,51.4774
5.31239,50.3871
5.31759,49.6452
5.32280,49.4194
5.32800,48.9226
5.33320,47.8645
5.33841,47.6194
5.34361,46.9032
5.34881,46.1484
5.35402,45.5806
5.35922,45.0129
5.36442,44.2903
5.36963,44.0000
5.37483,43.2452
5.38003,42.2903
5.38523,41.5871
5.39044,41.0452
5.39564,40.4839
5.40084,40.2129
5.40605,39.9161
5.41125,39.2323
5.41645,38.5097
5.42166,37.7742
5.42686,37.2323
5.43206,36.5484
5.43727,36.0452
5.44247,35.6516
5.44767,35.2065
5.45288,34.8000
5.45808,34.2258
5.46328,33.4710
5.46848,33.0774
5.47369,32.6194
5.47889,31.9613
5.48409,31.4774
5.48930,31.0516
5.49450,30.4452
5.49970,30.0516
5.50491,29.5806
5.51011,29.2194
5.51531,28.6774
5.52052,28.2194
5.52572,27.7097
5.53092,27.2516
5.53613,26.8000
5.54133,26.4839
5.54653,25.9419
5.55173,25.4774
5.55694,25.3097
5.56214,24.7935
5.56734,24.4968
5.57255,24.1032
5.57775,23.7419
5.58295,23.5032
5.58816,23.1871
5.59336,22.7871
5.59856,22.5935
5.60377,22.3355
5.60897,22.0000
5.61417,21.7161
5.61938,21.5419
5.62458,21.2710
5.62978,21.0903
5.63498,20.8968
5.64019,20.6581
5.64539,20.5677
5.65059,20.3290
5.65580,20.1742
5.66100,20.0774
5.66620,19.9290
5.67141,19.7613
5.67661,19.7419
5.68181,19.6065
5.68702,19.5032
5.69222,19.4452
5.69742,19.3935
5.70262,19.3871
5.70783,19.2581
5.71303,19.3290
5.71823,19.1935
5.72344,19.2258
5.72864,19.2903
5.73384,19.2710
5.73905,19.4065
5.74425,19.4516
5.74945,19.4839
5.75466,19.5226
5.75986,19.6065
5.76506,19.7484
5.77027,19.8581
5.77547,20.0000
5.78067,20.0839
5.78587,20.2065
5.79108,20.3613
5.79628,20.4903
5.80148,20.6774
5.80669,20.8194
5.81189,21.0000
5.81709,21.1742
5.82230,21.3871
5.82750,21.5613
5.83270,21.8516
5.83791,22.0323
5.84311,22.3161
5.84831,22.5742
5.85352,22.7548
5.85872,23.0710
5.86392,23.4000
5.86912,23.6323
5.87433,23.8258
5.87953,24.1742
5.88473,24.3935
5.88994,24.7871
5.89514,25.0452
5.90034,25.4258
5.90555,25.7097
5.91075,26.0194
5.91595,26.3355
5.92116,26.7226
5.92636,27.0968
5.93156,27.3935
5.93677,27.6129
5.94197,27.9806
5.94717,28.3032
5.95237,28.5419
5.95758,28.9806
5.96278,29.2968
5.96798,29.6387
5.97319,30.0323
5.97839,30.4774
5.98359,30.9742
5.98880,31.2000
5.99400,31.4774
5.99920,31.7032
6.00441,32.1677
6.00961,32.4581
6.01481,32.7419
6.02002,33.1548
6.02522,33.5419
6.03042,33.6903
6.03562,34.1484
6.04083,34.4194
6.04603,34.5613
6.05123,34.9419
6.05644,35.2194
6.06164,35.5548
6.06684,35.8581
6.07205,36.0323
6.07725,36.4323
6.08245,36.5871
6.08766,36.7226
6.09286,37.0645
6.09806,37.5161
6.10327,37.7935
6.10847,38.2645
6.11367,38.1613
6.11888,38.6452
6.12408,38.7548
6.12928,38.9290
6.13448,39.1290
6.13969,39.5548
6.14489,39.7935
6.15009,40.0194
6.15530,40.0387
6.16050,40.3097
6.16570,40.6710
6.17091,40.7613
6.17611,40.8387
6.18131,41.2000
6.18652,41.5484
6.19172,41.8064
6.19692,41.8323
6.20213,42.0129
6.20733,41.9742
6.21253,42.3097
6.21773,42.4000
6.22294,43.0065
6.22814,43.1484
6.23334,43.4387
6.23855,43.4839
6.24375,43.7806
6.24895,43.9613
6.25416,44.1419
6.25936,43.9613
6.26456,44.2581
6.26977,44.5419
6.27497,44.6645
6.28017,44.8968
6.28538,45.0774
6.29058,44.9677
6.29578,45.4645
6.30098,45.4839
6.30619,45.6903
6.31139,45.4839
6.31659,45.4323
6.32180,45.6000
6.32700,45.7419
6.33220,45.5226
6.33741,45.8194
6.34261,45.6065
6.34781,45.9161
6.35302,45.7871
6.35822,45.9355
6.36342,45.6581
6.36863,45.5613
6.37383,45.2323
6.37903,45.1419
6.38423,45.0387
6.38944,44.8323
6.39464,44.5613
6.39984,44.5548
6.40505,44.0258
6.41025,43.8903
6.41545,43.6065
6.42066,43.4774
6.42586,42.8903
6.43106,42.9355
6.43627,42.5742
6.44147,42.3032
6.44667,41.9613
6.45188,41.6387
6.45708,41.2903
6.46228,41.2387
6.46748,40.8581
6.47269,40.8000
6.47789,40.3742
6.48309,40.0839
6.48830,39.7226
6.49350,39.7097
6.49870,39.3226
6.50391,39.4065
6.50911,39.1871
6.51431,38.9806
6.51952,38.3355
6.52472,38.3290
6.52992,38.0516
6.53512,38.0065
6.54033,37.3935
6.54553,37.4194
6.55073,37.1032
6.55594,36.9935
6.56114,36.7871
6.56634,36.6774
6.57155,36.5742
6.57675,36.2903
6.58195,36.1613
6.58716,36.1097
6.59236,35.8774
6.59756,35.7613
6.60277,35.8000
6.60797,35.6645
6.61317,35.1742
6.61837,35.0903
6.62358,35.0000
6.62878,34.6129
6.63398,34.2903
6.63919,34.2581
6.64439,34.0774
6.64959,33.7484
6.65480,33.5032
